k,h=0.1,h=0.05
311.0,0.9999999999995173,0.9999996348978486
312.0,0.9999999999995554,0.9999996510678678
313.0,0.9999999999995978,0.9999996680889423
314.0,0.9999999999996294,0.9999996827889606
315.0,0.9999999999996649,0.9999996982626657
316.0,0.999999999999691,0.9999997116263195
317.0,0.9999999999997206,0.9999997256933247
318.0,0.9999999999997427,0.9999997378421017
319.0,0.9999999999997671,0.9999997506302889
320.0,0.9999999999997854,0.9999997616746322
321.0,0.9999999999998057,0.9999997733002575
322.0,0.9999999999998213,0.9999997833405699
323.0,0.9999999999998381,0.9999997939093207
324.0,0.999999999999851,0.9999998030368777
325.0,0.9999999999998649,0.9999998126448334
326.0,0.9999999999998759,0.999999820942613
327.0,0.9999999999998873,0.9999998296771183
328.0,0.9999999999998964,0.9999998372205545
329.0,0.999999999999906,0.9999998451610141
330.0,0.9999999999999137,0.9999998520186837
331.0,0.9999999999999217,0.9999998592372836
332.0,0.9999999999999281,0.9999998654715286
333.0,0.9999999999999347,0.9999998720338926
334.0,0.99999999999994,0.9999998777013883
335.0,0.9999999999999456,0.9999998836671739
336.0,0.99999999999995,0.9999998888194427
337.0,0.9999999999999547,0.9999998942428843
338.0,0.9999999999999584,0.9999998989267651
339.0,0.9999999999999623,0.9999999038571666
340.0,0.9999999999999653,0.9999999081152402
341.0,0.9999999999999686,0.9999999125974234
342.0,0.9999999999999711,0.9999999164683995
343.0,0.9999999999999739,0.9999999205431116
344.0,0.9999999999999759,0.9999999240621807
345.0,0.9999999999999781,0.9999999277664645
346.0,0.9999999999999798,0.9999999309656185
347.0,0.9999999999999817,0.9999999343331493
348.0,0.9999999999999831,0.999999937241471
349.0,0.9999999999999847,0.9999999403028628
350.0,0.9999999999999859,0.9999999429467915
351.0,0.999999999999987,0.9999999457298749
352.0,0.9999999999999883,0.9999999481334465
353.0,0.9999999999999891,0.9999999506635224
354.0,0.9999999999999902,0.9999999528485877
355.0,0.9999999999999908,0.9999999551486566
356.0,0.9999999999999919,0.9999999571350795
357.0,0.9999999999999925,0.9999999592260513
358.0,0.9999999999999933,0.9999999610318903
359.0,0.9999999999999937,0.9999999629327738
360.0,0.9999999999999944,0.9999999645744456
361.0,0.9999999999999947,0.9999999663025215
362.0,0.9999999999999953,0.9999999677949506
363.0,0.9999999999999956,0.9999999693659287
364.0,0.9999999999999961,0.9999999707226822
365.0,0.9999999999999963,0.9999999721508442
366.0,0.9999999999999967,0.9999999733842564
367.0,0.999999999999997,0.9999999746825855
368.0,0.9999999999999972,0.9999999758038693
369.0,0.9999999999999976,0.9999999769841685
370.0,0.9999999999999976,0.9999999780035176
371.0,0.999999999999998,0.9999999790765168
372.0,0.999999999999998,0.9999999800031978
373.0,0.9999999999999981,0.9999999809786518
374.0,0.9999999999999981,0.9999999818210891
375.0,0.9999999999999983,0.9999999827078654
376.0,0.9999999999999983,0.9999999834737174
377.0,0.9999999999999986,0.9999999842798778
378.0,0.9999999999999986,0.9999999849761068
379.0,0.9999999999999989,0.9999999857089799
380.0,0.9999999999999989,0.9999999863419152
381.0,0.9999999999999991,0.9999999870081635
382.0,0.9999999999999991,0.9999999875835593
383.0,0.9999999999999992,0.9999999881892395
384.0,0.9999999999999992,0.9999999887123265
385.0,0.9999999999999994,0.9999999892629451
386.0,0.9999999999999994,0.9999999897384787
387.0,0.9999999999999994,0.9999999902390411
388.0,0.9999999999999994,0.9999999906713444
389.0,0.9999999999999994,0.9999999911264011
390.0,0.9999999999999994,0.999999991519404
391.0,0.9999999999999994,0.9999999919330921
392.0,0.9999999999999994,0.9999999922903673
393.0,0.9999999999999994,0.9999999926664475
394.0,0.9999999999999994,0.999999992991243
395.0,0.9999999999999994,0.9999999933331342
396.0,0.9999999999999994,0.9999999936284029
397.0,0.9999999999999994,0.999999993939213
398.0,0.9999999999999994,0.9999999942076391
399.0,0.9999999999999994,0.9999999944901936
400.0,0.9999999999999994,0.9999999947342174
401.0,0.9999999999999994,0.999999994991085
402.0,0.9999999999999994,0.999999995212925
403.0,0.9999999999999994,0.9999999954464408
404.0,0.9999999999999994,0.9999999956481137
405.0,0.9999999999999994,0.9999999958604007
406.0,0.9999999999999994,0.9999999960437398
407.0,0.9999999999999994,0.9999999962367279
408.0,0.9999999999999994,0.9999999964033998
409.0,0.9999999999999994,0.9999999965788438
410.0,0.9999999999999994,0.9999999967303633
411.0,0.9999999999999994,0.999999996889858
412.0,0.9999999999999994,0.9999999970276031
413.0,0.9999999999999994,0.9999999971725982
414.0,0.9999999999999994,0.9999999972978211
415.0,0.9999999999999994,0.9999999974296349
416.0,0.9999999999999994,0.9999999975434737
417.0,0.9999999999999994,0.9999999976633045
418.0,0.9999999999999994,0.9999999977667945
419.0,0.9999999999999994,0.9999999978757311
420.0,0.9999999999999994,0.9999999979698133
421.0,0.9999999999999994,0.9999999980688465
422.0,0.9999999999999994,0.9999999981543758
423.0,0.9999999999999994,0.999999998244406
424.0,0.9999999999999994,0.9999999983221599
425.0,0.9999999999999994,0.9999999984040056
426.0,0.9999999999999994,0.9999999984746908
427.0,0.9999999999999994,0.9999999985490959
428.0,0.9999999999999994,0.9999999986133553
429.0,0.9999999999999994,0.9999999986809965
430.0,0.9999999999999994,0.999999998739414
431.0,0.9999999999999994,0.9999999988009061
432.0,0.9999999999999994,0.9999999988540128
433.0,0.9999999999999994,0.9999999989099146
434.0,0.9999999999999994,0.9999999989581934
435.0,0.9999999999999994,0.9999999990090133
436.0,0.9999999999999994,0.999999999052903
437.0,0.9999999999999994,0.9999999990991029
438.0,0.9999999999999994,0.9999999991390028
439.0,0.9999999999999994,0.9999999991810026
440.0,0.9999999999999994,0.9999999992172752
441.0,0.9999999999999994,0.999999999255457
442.0,0.9999999999999994,0.999999999288432
443.0,0.9999999999999994,0.9999999993231429
444.0,0.9999999999999994,0.9999999993531199
445.0,0.9999999999999994,0.9999999993846754
446.0,0.9999999999999994,0.9999999994119272
447.0,0.9999999999999994,0.9999999994406141
448.0,0.9999999999999994,0.9999999994653884
449.0,0.9999999999999994,0.9999999994914673
450.0,0.9999999999999994,0.9999999995139895
451.0,0.9999999999999994,0.9999999995376975
452.0,0.9999999999999994,0.9999999995581724
453.0,0.9999999999999994,0.9999999995797251
454.0,0.9999999999999994,0.9999999995983386
455.0,0.9999999999999994,0.9999999996179318
456.0,0.9999999999999994,0.9999999996348533
457.0,0.9999999999999994,0.9999999996526653
